name,p_nom_max,weight,p_nom,capital_cost,carrier,marginal_cost,p_nom_extendable,bus,efficiency,control,p_nom_opt,type,strength,dE,country,p_nom_min,p_min_pu,p_max_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down
GB4 0 retrofitting moderate residential rural,5326.159912688558,,0.0,344589.337093452,retrofitting,0.010445816935502537,True,GB4 0 residential rural heat,1.0,PQ,0.001437731408625596,residential rural, retrofitting moderate,0.5636967360895588,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 0 retrofitting ambitious residential rural,2199.2455751812968,,0.0,399895.99179273646,retrofitting,0.009162817387264268,True,GB4 0 residential rural heat,1.0,PQ,0.00030236871755574574,residential rural, retrofitting ambitious,0.2327582297399174,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 0 retrofitting moderate services rural,1893.6269186375882,,0.0,235470.7009473318,retrofitting,0.00955127695124943,True,GB4 0 services rural heat,1.0,PQ,0.0007337875626748633,services rural, retrofitting moderate,0.54322464985286,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 0 retrofitting ambitious services rural,881.9341407782907,,0.0,274086.0978789657,retrofitting,0.009451423344503738,True,GB4 0 services rural heat,1.0,PQ,1.585437957117572e-05,services rural, retrofitting ambitious,0.2530003983901225,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 0 retrofitting moderate residential urban decentral,12196.311333771997,,0.0,344589.33709345193,retrofitting,0.010649966382293291,True,GB4 0 residential urban decentral heat,1.0,PQ,0.03247801454416164,residential urban decentral, retrofitting moderate,0.5636967360895588,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 0 retrofitting ambitious residential urban decentral,5036.026738594846,,0.0,399895.99179273646,retrofitting,0.009557821477977428,True,GB4 0 residential urban decentral heat,1.0,PQ,7.808364857878831e-06,residential urban decentral, retrofitting ambitious,0.2327582297399174,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 0 retrofitting moderate services urban decentral,4336.194148939336,,0.0,235470.70094733176,retrofitting,0.01075470792796301,True,GB4 0 services urban decentral heat,1.0,PQ,0.004360059333390329,services urban decentral, retrofitting moderate,0.54322464985286,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 0 retrofitting ambitious services urban decentral,2019.530681230544,,0.0,274086.0978789657,retrofitting,0.010590462084518606,True,GB4 0 services urban decentral heat,1.0,PQ,3.122441611087271e-05,services urban decentral, retrofitting ambitious,0.2530003983901225,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 0 retrofitting moderate urban central,222.0148218489962,,0.0,274819.5646589625,retrofitting,0.009614596035729589,True,GB4 0 urban central heat,1.0,PQ,7.1038720757103865e-06,urban central, retrofitting moderate,0.5580502978690365,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 0 retrofitting ambitious urban central,94.82172351640806,,0.0,318258.7845778619,retrofitting,0.010580107501160514,True,GB4 0 urban central heat,1.0,PQ,5.768986577502188e-06,urban central, retrofitting ambitious,0.23834125403022585,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 1 retrofitting moderate residential rural,5390.860110960357,,0.0,281456.5414703115,retrofitting,0.010365656077711033,True,GB4 1 residential rural heat,1.0,PQ,0.00029741495756540855,residential rural, retrofitting moderate,0.5636967360895588,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 1 retrofitting ambitious residential rural,2225.9611877605635,,0.0,326630.37036256137,retrofitting,0.00975990202991775,True,GB4 1 residential rural heat,1.0,PQ,5.1970414535040475e-05,residential rural, retrofitting ambitious,0.2327582297399174,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 1 retrofitting moderate services rural,1916.6563044165082,,0.0,192327.07477301356,retrofitting,0.00989127323999703,True,GB4 1 services rural heat,1.0,PQ,0.00017952842835125462,services rural, retrofitting moderate,0.54322464985286,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 1 retrofitting ambitious services rural,892.6598023960482,,0.0,223867.24645119242,retrofitting,0.010497371128239905,True,GB4 1 services rural heat,1.0,PQ,2.939049337487195e-05,services rural, retrofitting ambitious,0.2530003983901225,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 1 retrofitting moderate residential urban decentral,52630.72457678348,,0.0,281456.54147031164,retrofitting,0.009949380548526818,True,GB4 1 residential urban decentral heat,1.0,PQ,0.016109739289023317,residential urban decentral, retrofitting moderate,0.5636967360895588,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 1 retrofitting ambitious residential urban decentral,21731.958867462727,,0.0,326630.3703625614,retrofitting,0.009684647706833794,True,GB4 1 residential urban decentral heat,1.0,PQ,0.05289829876464525,residential urban decentral, retrofitting ambitious,0.2327582297399174,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 1 retrofitting moderate services urban decentral,18712.22921570683,,0.0,192327.07477301356,retrofitting,0.01036714560021286,True,GB4 1 services urban decentral heat,1.0,PQ,18712.190264653636,services urban decentral, retrofitting moderate,0.54322464985286,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 1 retrofitting ambitious services urban decentral,8714.997464904145,,0.0,223867.24645119245,retrofitting,0.009723667549311017,True,GB4 1 services urban decentral heat,1.0,PQ,0.0016929782114602197,services urban decentral, retrofitting ambitious,0.2530003983901225,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 1 retrofitting moderate urban central,997.1824479244547,,0.0,224468.57655483234,retrofitting,0.009649724373856847,True,GB4 1 urban central heat,1.0,PQ,8.090094956360507e-06,urban central, retrofitting moderate,0.5580502978690365,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GB4 1 retrofitting ambitious urban central,425.89299932785156,,0.0,259949.09219405855,retrofitting,0.010537940608595295,True,GB4 1 urban central heat,1.0,PQ,6.6755092785660025e-06,urban central, retrofitting ambitious,0.23834125403022585,GB,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GR0 0 retrofitting moderate residential rural,2242.9458924266996,,0.0,187482.99583405748,retrofitting,0.010514510854625233,True,GR0 0 residential rural heat,1.0,PQ,4.026381961122923e-05,residential rural, retrofitting moderate,0.7211849211734833,GR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GR0 0 retrofitting ambitious residential rural,630.410025998849,,0.0,237630.4027904807,retrofitting,0.010299295619249338,True,GR0 0 residential rural heat,1.0,PQ,1.6200798774265696e-05,residential rural, retrofitting ambitious,0.20269869480224717,GR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GR0 0 retrofitting moderate services rural,643.266430977377,,0.0,256403.09989280245,retrofitting,0.009475334354229079,True,GR0 0 services rural heat,1.0,PQ,1.2122032396036325e-05,services rural, retrofitting moderate,0.8135530173302264,GR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GR0 0 retrofitting ambitious services rural,86.81239629820261,,0.0,340169.2935971282,retrofitting,0.009000415742165396,True,GR0 0 services rural heat,1.0,PQ,6.93512026213593e-06,services rural, retrofitting ambitious,0.1097935218580588,GR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GR0 0 retrofitting moderate residential urban decentral,9327.875031864143,,0.0,187482.99583405748,retrofitting,0.010680616364565824,True,GR0 0 residential urban decentral heat,1.0,PQ,9327.733969950734,residential urban decentral, retrofitting moderate,0.7211849211734833,GR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GR0 0 retrofitting ambitious residential urban decentral,2621.724385419459,,0.0,237630.40279048073,retrofitting,0.009245484580741158,True,GR0 0 residential urban decentral heat,1.0,PQ,3.0062739537210107e-05,residential urban decentral, retrofitting ambitious,0.20269869480224717,GR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GR0 0 retrofitting moderate services urban decentral,2675.1910960537475,,0.0,256403.09989280245,retrofitting,0.009068825025089263,True,GR0 0 services urban decentral heat,1.0,PQ,2.4155863706851894e-05,services urban decentral, retrofitting moderate,0.8135530173302264,GR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GR0 0 retrofitting ambitious services urban decentral,361.0319743425389,,0.0,340169.29359712824,retrofitting,0.01009201417286496,True,GR0 0 services urban decentral heat,1.0,PQ,8.698739057794678e-06,services urban decentral, retrofitting ambitious,0.1097935218580588,GR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GR0 0 retrofitting moderate urban central,170.65436901266915,,0.0,174788.29387049406,retrofitting,0.010046058233217555,True,GR0 0 urban central heat,1.0,PQ,1.1775723199042213e-05,urban central, retrofitting moderate,0.7300604401565722,GR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
GR0 0 retrofitting ambitious urban central,45.26702079496056,,0.0,224715.39141737152,retrofitting,0.010026599392470248,True,GR0 0 urban central heat,1.0,PQ,8.212594257145535e-06,urban central, retrofitting ambitious,0.19365259335195922,GR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HR0 0 retrofitting moderate residential rural,1746.1281914445176,,0.0,24614.182742479814,retrofitting,0.009923971014108714,True,HR0 0 residential rural heat,1.0,PQ,1746.128202873568,residential rural, retrofitting moderate,0.453916472446643,HR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HR0 0 retrofitting ambitious residential rural,1055.015013813363,,0.0,26612.72727282107,retrofitting,0.009782101211262292,True,HR0 0 residential rural heat,1.0,PQ,1055.015025794762,residential rural, retrofitting ambitious,0.27425746620140096,HR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HR0 0 retrofitting moderate services rural,375.802834532228,,0.0,135619.7013547248,retrofitting,0.010118229383522536,True,HR0 0 services rural heat,1.0,PQ,375.79634686596313,services rural, retrofitting moderate,0.5875601675446337,HR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HR0 0 retrofitting ambitious services rural,160.69621412357418,,0.0,160556.46955053648,retrofitting,0.009928398359785314,True,HR0 0 services rural heat,1.0,PQ,160.6953815530043,services rural, retrofitting ambitious,0.25124529625158654,HR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HR0 0 retrofitting moderate residential urban decentral,2555.928029696693,,0.0,24614.182742479814,retrofitting,0.010909213128801873,True,HR0 0 residential urban decentral heat,1.0,PQ,2555.927926409423,residential urban decentral, retrofitting moderate,0.453916472446643,HR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HR0 0 retrofitting ambitious residential urban decentral,1544.2980983690854,,0.0,26612.72727282107,retrofitting,0.01040379944158665,True,HR0 0 residential urban decentral heat,1.0,PQ,1544.2979978818157,residential urban decentral, retrofitting ambitious,0.27425746620140096,HR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HR0 0 retrofitting moderate services urban decentral,550.0884775394281,,0.0,135619.7013547248,retrofitting,0.010085253677564859,True,HR0 0 services urban decentral heat,1.0,PQ,550.0867705200362,services urban decentral, retrofitting moderate,0.5875601675446337,HR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HR0 0 retrofitting ambitious services urban decentral,235.2221102419762,,0.0,160556.4695505365,retrofitting,0.010609390874774409,True,HR0 0 services urban decentral heat,1.0,PQ,235.22055322958167,services urban decentral, retrofitting ambitious,0.25124529625158654,HR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HR0 0 retrofitting moderate urban central,426.91350656534684,,0.0,33734.688788078325,retrofitting,0.01007898366704295,True,HR0 0 urban central heat,1.0,PQ,426.912749442932,urban central, retrofitting moderate,0.5261630226573719,HR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HR0 0 retrofitting ambitious urban central,218.44605627884343,,0.0,39155.7425335918,retrofitting,0.00900382973653271,True,HR0 0 urban central heat,1.0,PQ,218.44475631778155,urban central, retrofitting ambitious,0.26923073524652064,HR,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HU0 0 retrofitting moderate residential rural,3741.8538667306807,,0.0,109203.5732819336,retrofitting,0.0092532534336242,True,HU0 0 residential rural heat,1.0,PQ,3741.8523879697664,residential rural, retrofitting moderate,0.49621879976272576,HU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HU0 0 retrofitting ambitious residential rural,2103.069302093261,,0.0,124778.67520119406,retrofitting,0.010602378769893662,True,HU0 0 residential rural heat,1.0,PQ,2103.0677444765124,residential rural, retrofitting ambitious,0.27889451648050234,HU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HU0 0 retrofitting moderate services rural,1079.90410499699,,0.0,83728.25784225066,retrofitting,0.010965457230528483,True,HU0 0 services rural heat,1.0,PQ,1079.9032853116712,services rural, retrofitting moderate,0.4901089807790654,HU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HU0 0 retrofitting ambitious services rural,713.745963338544,,0.0,103825.04054810977,retrofitting,0.010486570774762359,True,HU0 0 services rural heat,1.0,PQ,713.7449447405535,services rural, retrofitting ambitious,0.3239299721228497,HU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HU0 0 retrofitting moderate residential urban decentral,8052.6602324072555,,0.0,109203.5732819336,retrofitting,0.010029134964191498,True,HU0 0 residential urban decentral heat,1.0,PQ,8052.660226006746,residential urban decentral, retrofitting moderate,0.49621879976272576,HU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HU0 0 retrofitting ambitious residential urban decentral,4525.912325314707,,0.0,124778.67520119407,retrofitting,0.01069162382196022,True,HU0 0 residential urban decentral heat,1.0,PQ,4525.91171644936,residential urban decentral, retrofitting ambitious,0.27889451648050234,HU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HU0 0 retrofitting moderate services urban decentral,2324.008673465524,,0.0,83728.25784225063,retrofitting,0.0099576347387863,True,HU0 0 services urban decentral heat,1.0,PQ,2324.0085428006037,services urban decentral, retrofitting moderate,0.4901089807790654,HU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HU0 0 retrofitting ambitious services urban decentral,1536.017690621155,,0.0,103825.04054810976,retrofitting,0.009120990560568962,True,HU0 0 services urban decentral heat,1.0,PQ,1536.0171291664888,services urban decentral, retrofitting ambitious,0.3239299721228497,HU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HU0 0 retrofitting moderate urban central,1530.9107807240246,,0.0,89886.98886259607,retrofitting,0.009220203310656311,True,HU0 0 urban central heat,1.0,PQ,543.0737633709892,urban central, retrofitting moderate,0.4984408135488204,HU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
HU0 0 retrofitting ambitious urban central,879.5378738373754,,0.0,104106.63659121534,retrofitting,0.010452686933275147,True,HU0 0 urban central heat,1.0,PQ,9.63153680156821e-05,urban central, retrofitting ambitious,0.28636389455378103,HU,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IE2 0 retrofitting moderate residential rural,1529.8705542423381,,0.0,372482.2310110908,retrofitting,0.00928962197901117,True,IE2 0 residential rural heat,1.0,PQ,8.037889463216657e-06,residential rural, retrofitting moderate,0.5501184757463617,IE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IE2 0 retrofitting ambitious residential rural,685.6396043223641,,0.0,427974.6100765179,retrofitting,0.009970702376771997,True,IE2 0 residential rural heat,1.0,PQ,6.020715817936648e-06,residential rural, retrofitting ambitious,0.24654570479523724,IE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IE2 0 retrofitting moderate services rural,763.5060750423049,,0.0,358013.16175027593,retrofitting,0.009102741348648375,True,IE2 0 services rural heat,1.0,PQ,7.97509663038395e-06,services rural, retrofitting moderate,0.8075988099998055,IE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IE2 0 retrofitting ambitious services rural,8.948363879326857,,0.0,378330.23205430864,retrofitting,0.009190196411083044,True,IE2 0 services rural heat,1.0,PQ,7.037070038353469e-06,services rural, retrofitting ambitious,0.009465134930313673,IE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IE2 0 retrofitting moderate residential urban decentral,2988.1034848770737,,0.0,372482.2310110908,retrofitting,0.009966249587567358,True,IE2 0 residential urban decentral heat,1.0,PQ,4.579967407019217e-06,residential urban decentral, retrofitting moderate,0.5501184757463617,IE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IE2 0 retrofitting ambitious residential urban decentral,1339.1734910931955,,0.0,427974.610076518,retrofitting,0.010553403938524933,True,IE2 0 residential urban decentral heat,1.0,PQ,1.0360848504298298e-05,residential urban decentral, retrofitting ambitious,0.24654570479523724,IE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IE2 0 retrofitting moderate services urban decentral,1491.260262008637,,0.0,358013.16175027593,retrofitting,0.009807987838258038,True,IE2 0 services urban decentral heat,1.0,PQ,1.0007995456173078e-05,services urban decentral, retrofitting moderate,0.8075988099998055,IE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IE2 0 retrofitting ambitious services urban decentral,17.477712227102057,,0.0,378330.2320543086,retrofitting,0.010718280565995227,True,IE2 0 services urban decentral heat,1.0,PQ,8.184879317243025e-06,services urban decentral, retrofitting ambitious,0.009465134930313673,IE,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 0 retrofitting moderate residential rural,13656.771641976155,,0.0,113508.5733540587,retrofitting,0.01048643269759557,True,IT0 0 residential rural heat,1.0,PQ,13656.771599521971,residential rural, retrofitting moderate,0.5779178585533715,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 0 retrofitting ambitious residential rural,7024.840380952288,,0.0,127342.13655074532,retrofitting,0.010340175096583736,True,IT0 0 residential rural heat,1.0,PQ,7024.828670242358,residential rural, retrofitting ambitious,0.2972723580703983,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 0 retrofitting moderate services rural,4852.504889948475,,0.0,82111.91573172479,retrofitting,0.009078377743540849,True,IT0 0 services rural heat,1.0,PQ,4852.5032001960735,services rural, retrofitting moderate,0.6496188676618675,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 0 retrofitting ambitious services rural,1738.7191708731975,,0.0,96818.26374141521,retrofitting,0.010736635381676874,True,IT0 0 services rural heat,1.0,PQ,1738.716406913524,services rural, retrofitting ambitious,0.23276736542899623,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 0 retrofitting moderate residential urban decentral,27283.21629210469,,0.0,113508.57335405871,retrofitting,0.009322592175292483,True,IT0 0 residential urban decentral heat,1.0,PQ,27283.214566852264,residential urban decentral, retrofitting moderate,0.5779178585533715,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 0 retrofitting ambitious residential urban decentral,14034.081007984028,,0.0,127342.13655074532,retrofitting,0.010131955136073552,True,IT0 0 residential urban decentral heat,1.0,PQ,14034.073935426295,residential urban decentral, retrofitting ambitious,0.2972723580703983,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 0 retrofitting moderate services urban decentral,9694.234035812184,,0.0,82111.9157317248,retrofitting,0.010667012299955586,True,IT0 0 services urban decentral heat,1.0,PQ,9694.233943957674,services urban decentral, retrofitting moderate,0.6496188676618675,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 0 retrofitting ambitious services urban decentral,3473.577244592343,,0.0,96818.26374141523,retrofitting,0.010159587587621493,True,IT0 0 services urban decentral heat,1.0,PQ,3473.5766948768774,services urban decentral, retrofitting ambitious,0.23276736542899623,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 0 retrofitting moderate urban central,1799.8476278419043,,0.0,91883.47298098734,retrofitting,0.00977388706769578,True,IT0 0 urban central heat,1.0,PQ,6.34580021694861e-05,urban central, retrofitting moderate,0.5929505128891011,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 0 retrofitting ambitious urban central,861.2926005601237,,0.0,104343.70922230837,retrofitting,0.009805019667117425,True,IT0 0 urban central heat,1.0,PQ,4.0088717195230335e-05,urban central, retrofitting ambitious,0.2837484025589817,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 1 retrofitting moderate residential rural,8885.09969905853,,0.0,176383.0132634454,retrofitting,0.00992071034568211,True,IT0 1 residential rural heat,1.0,PQ,8885.09713226701,residential rural, retrofitting moderate,0.5779178585533715,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 1 retrofitting ambitious residential rural,4570.363244772074,,0.0,197879.23587203166,retrofitting,0.009244276686894953,True,IT0 1 residential rural heat,1.0,PQ,4570.347654907112,residential rural, retrofitting ambitious,0.2972723580703983,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 1 retrofitting moderate services rural,3176.5722847557063,,0.0,126810.66330723699,retrofitting,0.0103138873764718,True,IT0 1 services rural heat,1.0,PQ,3176.571689759737,services rural, retrofitting moderate,0.6496188676618675,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 1 retrofitting ambitious services rural,1138.2094927116843,,0.0,149522.61356825588,retrofitting,0.010383995106582819,True,IT0 1 services rural heat,1.0,PQ,1138.2073490753496,services rural, retrofitting ambitious,0.23276736542899623,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 1 retrofitting moderate residential urban decentral,26898.70448905024,,0.0,176383.01326344546,retrofitting,0.010631287767761502,True,IT0 1 residential urban decentral heat,1.0,PQ,26898.70447951211,residential urban decentral, retrofitting moderate,0.5779178585533715,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 1 retrofitting ambitious residential urban decentral,13836.293850677586,,0.0,197879.23587203168,retrofitting,0.010981763110760538,True,IT0 1 residential urban decentral heat,1.0,PQ,13836.293296040627,residential urban decentral, retrofitting ambitious,0.2972723580703983,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 1 retrofitting moderate services urban decentral,9616.73836758464,,0.0,126810.66330723699,retrofitting,0.0099387254100742,True,IT0 1 services urban decentral heat,1.0,PQ,9616.738198667204,services urban decentral, retrofitting moderate,0.6496188676618675,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 1 retrofitting ambitious services urban decentral,3445.8094819495955,,0.0,149522.61356825585,retrofitting,0.009589386205566378,True,IT0 1 services urban decentral heat,1.0,PQ,3445.8091849249704,services urban decentral, retrofitting ambitious,0.23276736542899623,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 1 retrofitting moderate urban central,1906.4513219042137,,0.0,142779.3550390678,retrofitting,0.009020008281805698,True,IT0 1 urban central heat,1.0,PQ,9.923001210729362e-06,urban central, retrofitting moderate,0.5929505128891011,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT0 1 retrofitting ambitious urban central,912.3063483173906,,0.0,162141.5366855796,retrofitting,0.009405514379641343,True,IT0 1 urban central heat,1.0,PQ,8.691140349325688e-06,urban central, retrofitting ambitious,0.2837484025589817,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT1 0 retrofitting moderate residential rural,2684.7190926984213,,0.0,110488.6964068473,retrofitting,0.00995726942156312,True,IT1 0 residential rural heat,1.0,PQ,2684.7139947527808,residential rural, retrofitting moderate,0.5779178585533715,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT1 0 retrofitting ambitious residential rural,1380.9796039887822,,0.0,123954.21992722542,retrofitting,0.009282727300025554,True,IT1 0 residential rural heat,1.0,PQ,1380.9518429395905,residential rural, retrofitting ambitious,0.2972723580703983,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT1 0 retrofitting moderate services rural,971.2038010318016,,0.0,78505.80678978279,retrofitting,0.009155094056605806,True,IT1 0 services rural heat,1.0,PQ,971.2031314455376,services rural, retrofitting moderate,0.6496188676618675,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
IT1 0 retrofitting ambitious services rural,347.99566532674686,,0.0,92566.29612490127,retrofitting,0.010022151986429846,True,IT1 0 services rural heat,1.0,PQ,347.99273929778724,services rural, retrofitting ambitious,0.23276736542899623,IT,0.0,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,1.0,1.0
